Step,FlowLoss,Accepted,AvgEnergy,AvgShift,AvgAcc,AvgMSD,T_Phys,T_Train,T_Jump,T_Total
0,-1883.127685546875,0,-236.2421112060547,2.2515811920166016,1.1666659116744995,0.0,9.113911628723145,1.2937769889831543,2.542067766189575,12.949840784072876
100,-2767.15771484375,0,-336.2514953613281,1.921363115310669,0.7534717321395874,1223.379638671875,9.109572410583496,0.4373795986175537,2.3958239555358887,11.942796230316162
200,-3122.80908203125,0,-350.9571838378906,1.8795415163040161,0.7395828366279602,3426.22314453125,9.119590759277344,0.46667003631591797,2.3764352798461914,11.962734460830688
300,-2937.66259765625,0,-367.0606994628906,1.8014808893203735,0.5590274333953857,5407.0966796875,9.303862810134888,0.5087912082672119,2.334016799926758,12.146689891815186
400,-2994.23388671875,0,-373.4970703125,1.7804430723190308,0.6388885974884033,7049.10986328125,9.089926481246948,0.3885512351989746,2.3998632431030273,11.878365755081177
